# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	decimals	mode
002639	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	28	toeven
002640	ok	00000000,00000000,00000000,80000000	00000001,00000000,00000000,80010000	0	awayfromzero
002641	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	1	awayfromzero
002642	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	2	awayfromzero
002643	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	3	awayfromzero
002644	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	4	awayfromzero
002645	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	5	awayfromzero
002646	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	6	awayfromzero
002647	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	7	awayfromzero
002648	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	8	awayfromzero
002649	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	9	awayfromzero
002650	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	10	awayfromzero
002651	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	11	awayfromzero
002652	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	12	awayfromzero
002653	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	13	awayfromzero
002654	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	14	awayfromzero
002655	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	15	awayfromzero
002656	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	16	awayfromzero
002657	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	17	awayfromzero
002658	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	18	awayfromzero
002659	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	19	awayfromzero
002660	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	20	awayfromzero
002661	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	21	awayfromzero
002662	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	22	awayfromzero
002663	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	23	awayfromzero
002664	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	24	awayfromzero
002665	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	25	awayfromzero
002666	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	26	awayfromzero
002667	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	27	awayfromzero
002668	ok	00000001,00000000,00000000,80010000	00000001,00000000,00000000,80010000	28	awayfromzero
002669	ok	00000000,00000000,00000000,00000000	00000001,00000000,00000000,00020000	0	toeven
002670	ok	00000000,00000000,00000000,00010000	00000001,00000000,00000000,00020000	1	toeven
002671	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	2	toeven
002672	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	3	toeven
002673	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	4	toeven
002674	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	5	toeven
002675	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	6	toeven
002676	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	7	toeven
002677	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	8	toeven
002678	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	9	toeven
002679	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	10	toeven
002680	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	11	toeven
002681	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	12	toeven
002682	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	13	toeven
002683	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	14	toeven
002684	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	15	toeven
002685	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	16	toeven
002686	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	17	toeven
002687	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	18	toeven
002688	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	19	toeven
002689	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	20	toeven
002690	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	21	toeven
002691	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	22	toeven
002692	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	23	toeven
002693	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	24	toeven
002694	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	25	toeven
002695	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	26	toeven
002696	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	27	toeven
002697	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	28	toeven
002698	ok	00000000,00000000,00000000,00000000	00000001,00000000,00000000,00020000	0	awayfromzero
002699	ok	00000000,00000000,00000000,00010000	00000001,00000000,00000000,00020000	1	awayfromzero
002700	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	2	awayfromzero
002701	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	3	awayfromzero
002702	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	4	awayfromzero
002703	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	5	awayfromzero
002704	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	6	awayfromzero
002705	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	7	awayfromzero
002706	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	8	awayfromzero
002707	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	9	awayfromzero
002708	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	10	awayfromzero
002709	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	11	awayfromzero
002710	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	12	awayfromzero
002711	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	13	awayfromzero
002712	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	14	awayfromzero
002713	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	15	awayfromzero
002714	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	16	awayfromzero
002715	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	17	awayfromzero
002716	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	18	awayfromzero
002717	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	19	awayfromzero
002718	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	20	awayfromzero
002719	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	21	awayfromzero
002720	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	22	awayfromzero
002721	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	23	awayfromzero
002722	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	24	awayfromzero
002723	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	25	awayfromzero
002724	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	26	awayfromzero
002725	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	27	awayfromzero
002726	ok	00000001,00000000,00000000,00020000	00000001,00000000,00000000,00020000	28	awayfromzero
002727	ok	00000000,00000000,00000000,80000000	00000001,00000000,00000000,80020000	0	toeven
002728	ok	00000000,00000000,00000000,80010000	00000001,00000000,00000000,80020000	1	toeven
002729	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	2	toeven
002730	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	3	toeven
002731	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	4	toeven
002732	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	5	toeven
002733	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	6	toeven
002734	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	7	toeven
002735	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	8	toeven
002736	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	9	toeven
002737	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	10	toeven
002738	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	11	toeven
002739	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	12	toeven
002740	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	13	toeven
002741	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	14	toeven
002742	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	15	toeven
002743	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	16	toeven
002744	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	17	toeven
002745	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	18	toeven
002746	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	19	toeven
002747	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	20	toeven
002748	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	21	toeven
002749	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	22	toeven
002750	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	23	toeven
002751	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	24	toeven
002752	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	25	toeven
002753	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	26	toeven
002754	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	27	toeven
002755	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	28	toeven
002756	ok	00000000,00000000,00000000,80000000	00000001,00000000,00000000,80020000	0	awayfromzero
002757	ok	00000000,00000000,00000000,80010000	00000001,00000000,00000000,80020000	1	awayfromzero
002758	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	2	awayfromzero
002759	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	3	awayfromzero
002760	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	4	awayfromzero
002761	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	5	awayfromzero
002762	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	6	awayfromzero
002763	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	7	awayfromzero
002764	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	8	awayfromzero
002765	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	9	awayfromzero
002766	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	10	awayfromzero
002767	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	11	awayfromzero
002768	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	12	awayfromzero
002769	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	13	awayfromzero
002770	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	14	awayfromzero
002771	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	15	awayfromzero
002772	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	16	awayfromzero
002773	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	17	awayfromzero
002774	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	18	awayfromzero
002775	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	19	awayfromzero
002776	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	20	awayfromzero
002777	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	21	awayfromzero
002778	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	22	awayfromzero
002779	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	23	awayfromzero
002780	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	24	awayfromzero
002781	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	25	awayfromzero
002782	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	26	awayfromzero
002783	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	27	awayfromzero
002784	ok	00000001,00000000,00000000,80020000	00000001,00000000,00000000,80020000	28	awayfromzero
002785	ok	00000000,00000000,00000000,00000000	00000001,00000000,00000000,00030000	0	toeven
002786	ok	00000000,00000000,00000000,00010000	00000001,00000000,00000000,00030000	1	toeven
002787	ok	00000000,00000000,00000000,00020000	00000001,00000000,00000000,00030000	2	toeven
002788	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	3	toeven
002789	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	4	toeven
002790	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	5	toeven
002791	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	6	toeven
002792	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	7	toeven
002793	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	8	toeven
002794	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	9	toeven
002795	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	10	toeven
002796	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	11	toeven
002797	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	12	toeven
002798	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	13	toeven
002799	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	14	toeven
002800	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	15	toeven
002801	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	16	toeven
002802	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	17	toeven
002803	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	18	toeven
002804	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	19	toeven
002805	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	20	toeven
002806	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	21	toeven
002807	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	22	toeven
002808	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	23	toeven
002809	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	24	toeven
002810	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	25	toeven
002811	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	26	toeven
002812	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	27	toeven
002813	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	28	toeven
002814	ok	00000000,00000000,00000000,00000000	00000001,00000000,00000000,00030000	0	awayfromzero
002815	ok	00000000,00000000,00000000,00010000	00000001,00000000,00000000,00030000	1	awayfromzero
002816	ok	00000000,00000000,00000000,00020000	00000001,00000000,00000000,00030000	2	awayfromzero
002817	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	3	awayfromzero
002818	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	4	awayfromzero
002819	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	5	awayfromzero
002820	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	6	awayfromzero
002821	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	7	awayfromzero
002822	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	8	awayfromzero
002823	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	9	awayfromzero
002824	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	10	awayfromzero
002825	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	11	awayfromzero
002826	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	12	awayfromzero
002827	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	13	awayfromzero
002828	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	14	awayfromzero
002829	ok	00000001,00000000,00000000,00030000	00000001,00000000,00000000,00030000	15	awayfromzero
